                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.61248,                0.29219,                0.85116,                0.99958,                0.99744,                  0.995,                0.86558,                0.67927,                0.27332,                0.83226,             0.00016618,             0.00016618,             0.00016618
                    157,                 0.6192,                0.29329,                0.85739,                0.99967,                0.99744,                  0.995,                0.86872,                0.68105,                0.27226,                0.83332,             0.00016265,             0.00016265,             0.00016265
                    158,                0.61901,                0.29615,                0.84743,                0.99881,                0.99744,                0.99499,                  0.867,                0.67766,                0.27118,                0.83422,             0.00015911,             0.00015911,             0.00015911
                    159,                0.62184,                0.29859,                0.85195,                 0.9971,                0.99744,                0.99496,                 0.8682,                0.67467,                0.26894,                0.83351,             0.00015558,             0.00015558,             0.00015558
                    160,                0.62246,                0.29585,                  0.854,                0.99875,                0.99744,                0.99491,                 0.8694,                0.67494,                0.27167,                0.83415,             0.00015205,             0.00015205,             0.00015205
                    161,                0.61823,                0.29687,                 0.8567,                0.99762,                0.99744,                0.99476,                0.86787,                0.67686,                0.27534,                 0.8354,             0.00014851,             0.00014851,             0.00014851
                    162,                0.62014,                0.29219,                0.85345,                0.99628,                0.99744,                0.99474,                0.86627,                0.67887,                0.27327,                0.83489,             0.00014498,             0.00014498,             0.00014498
                    163,                0.60868,                 0.2882,                0.85382,                0.99737,                0.99744,                0.99486,                0.86638,                0.67767,                0.27436,                 0.8352,             0.00014144,             0.00014144,             0.00014144
                    164,                0.59958,                0.28688,                0.84624,                0.99812,                0.99744,                0.99484,                 0.8653,                  0.678,                0.27129,                0.83509,             0.00013791,             0.00013791,             0.00013791
                    165,                0.60815,                0.28714,                0.84738,                0.99893,                0.99744,                0.99481,                 0.8657,                0.68108,                0.27322,                0.83496,             0.00013437,             0.00013437,             0.00013437
                    166,                 0.6044,                0.28929,                0.85074,                0.99892,                0.99744,                0.99485,                0.86698,                0.68065,                0.27145,                0.83471,             0.00013084,             0.00013084,             0.00013084
                    167,                0.61639,                0.29271,                0.85264,                0.99898,                0.99744,                0.99479,                0.86752,                0.67986,                 0.2728,                 0.8343,             0.00012731,             0.00012731,             0.00012731
                    168,                 0.6059,                0.28693,                0.84919,                0.99894,                0.99744,                0.99474,                0.86735,                0.67857,                0.27141,                0.83402,             0.00012377,             0.00012377,             0.00012377
                    169,                0.61162,                0.29034,                0.84976,                0.99899,                0.99744,                0.99482,                0.86735,                0.67973,                0.26955,                0.83461,             0.00012024,             0.00012024,             0.00012024
                    170,                  0.604,                0.28625,                0.85171,                0.99896,                0.99744,                0.99485,                0.86843,                0.67984,                0.26718,                0.83488,              0.0001167,              0.0001167,              0.0001167
                    171,                0.61145,                0.28832,                0.85355,                0.99811,                0.99744,                0.99484,                0.86837,                0.68071,                0.26868,                0.83516,             0.00011317,             0.00011317,             0.00011317
                    172,                0.59398,                0.28415,                0.84616,                0.99812,                0.99744,                 0.9948,                0.86721,                0.68345,                0.27051,                0.83511,             0.00010963,             0.00010963,             0.00010963
                    173,                0.61044,                0.28825,                0.85192,                0.99901,                0.99744,                0.99479,                0.86853,                0.67823,                0.26919,                0.83421,              0.0001061,              0.0001061,              0.0001061
                    174,                0.60283,                0.28628,                0.84873,                0.99888,                0.99744,                0.99479,                0.86906,                0.67317,                0.26649,                0.83315,             0.00010257,             0.00010257,             0.00010257
                    175,                0.59331,                0.28296,                0.85058,                0.99914,                0.99737,                0.99481,                0.86884,                 0.6761,                0.26753,                0.83185,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    176,                0.59414,                 0.2838,                0.84639,                 0.9983,                0.99658,                0.99492,                0.86814,                0.68283,                0.26756,                0.83251,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    177,                0.59569,                0.28397,                0.84741,                0.99889,                0.99744,                0.99485,                0.86703,                0.68316,                0.26908,                0.83347,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    178,                0.59651,                0.28249,                0.84991,                0.99793,                0.99744,                0.99489,                0.86519,                 0.6834,                0.26848,                  0.833,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    179,                0.59996,                0.28532,                 0.8509,                0.99888,                0.99744,                0.99496,                0.86667,                0.68122,                0.26796,                0.83361,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    180,                0.59377,                0.28002,                0.84968,                0.99885,                0.99744,                0.99497,                0.86775,                0.68132,                0.26798,                0.83357,              8.136e-05,              8.136e-05,              8.136e-05
                    181,                0.60686,                0.28297,                0.85251,                0.99877,                0.99744,                0.99495,                0.86632,                0.67878,                0.26665,                0.83318,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    182,                 0.5993,                0.28138,                0.84989,                 0.9989,                0.99744,                0.99495,                 0.8684,                0.67834,                0.26455,                0.83305,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    183,                0.59368,                0.27866,                0.84391,                0.99854,                0.99744,                0.99494,                0.86758,                0.67796,                0.26569,                0.83302,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    184,                 0.5941,                 0.2818,                0.84814,                0.99799,                0.99744,                0.99482,                0.86869,                0.67657,                0.26701,                0.83292,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    185,                0.58813,                0.27786,                 0.8473,                 0.9971,                0.99744,                0.99479,                0.86847,                0.67981,                0.26781,                0.83322,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    186,                0.58477,                0.27812,                0.84676,                0.99655,                0.99744,                0.99479,                0.86775,                0.67718,                0.26704,                0.83422,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    187,                0.59046,                0.27957,                0.84864,                 0.9971,                0.99744,                0.99482,                0.86756,                0.67585,                 0.2662,                0.83436,              5.662e-05,              5.662e-05,              5.662e-05
                    188,                0.59618,                0.27826,                 0.8486,                 0.9981,                0.99744,                0.99487,                0.86794,                0.67617,                 0.2651,                0.83406,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    189,                0.57076,                0.27166,                0.84647,                0.99814,                0.99744,                0.99489,                0.86723,                0.67697,                0.26547,                0.83429,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    190,                0.59937,                0.27854,                0.85254,                0.99818,                0.99744,                  0.995,                0.86531,                0.67784,                0.26515,                0.83407,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    191,                0.59414,                0.26198,                0.83513,                0.99806,                0.99744,                0.99499,                0.86078,                  0.684,                0.26925,                0.83651,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    192,                0.58091,                0.25384,                0.83011,                0.99823,                0.99744,                0.99485,                0.86044,                0.68596,                0.27172,                0.83561,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    193,                0.56703,                0.25009,                0.83036,                0.99829,                0.99729,                0.99476,                0.86153,                0.68587,                0.27441,                 0.8357,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    194,                0.55969,                0.25025,                0.82708,                0.99829,                 0.9974,                0.99476,                0.86353,                0.68678,                0.27612,                0.83665,              3.188e-05,              3.188e-05,              3.188e-05
                    195,                 0.5616,                0.24896,                0.82607,                0.99825,                0.99744,                0.99474,                0.86347,                0.68819,                0.27744,                0.83694,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    196,                0.56874,                0.24996,                0.82848,                0.99818,                0.99744,                0.99472,                0.86275,                0.68728,                0.27681,                0.83697,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    197,                0.55955,                0.24518,                0.82509,                0.99825,                0.99744,                0.99473,                0.86374,                 0.6859,                0.27512,                 0.8363,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    198,                0.56297,                 0.2466,                0.82219,                 0.9982,                0.99744,                0.99473,                0.86611,                0.68577,                0.27462,                0.83611,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    199,                0.55413,                0.24649,                0.83172,                0.99826,                0.99744,                0.99472,                0.86478,                 0.6861,                0.27483,                0.83628,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    200,                0.56913,                0.24952,                0.82232,                0.99825,                0.99744,                0.99472,                0.86421,                0.68644,                0.27523,                0.83632,             1.0674e-05,             1.0674e-05,             1.0674e-05
