                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.62205,                0.29858,                0.85385,                0.99898,                0.99744,                0.99499,                0.86453,                0.68675,                0.28165,                0.83601,             0.00017679,             0.00017679,             0.00017679
                    154,                0.62426,                0.29964,                0.85377,                0.99899,                0.99744,                0.99499,                0.86871,                0.68234,                0.27585,                0.83712,             0.00017325,             0.00017325,             0.00017325
                    155,                0.61076,                0.29581,                0.85086,                0.99897,                0.99744,                0.99499,                0.86938,                0.67834,                0.27743,                0.83554,             0.00016972,             0.00016972,             0.00016972
                    156,                0.61224,                0.29437,                0.85107,                0.99893,                0.99744,                  0.995,                0.86815,                0.68261,                0.27569,                0.83542,             0.00016618,             0.00016618,             0.00016618
                    157,                0.61725,                0.29499,                0.85738,                  0.999,                0.99744,                  0.995,                0.86852,                0.68079,                0.27359,                0.83621,             0.00016265,             0.00016265,             0.00016265
                    158,                0.61831,                0.29654,                0.84785,                0.99973,                0.99744,                  0.995,                0.86747,                0.67862,                0.27124,                 0.8369,             0.00015911,             0.00015911,             0.00015911
                    159,                 0.6244,                0.29804,                0.85319,                0.99898,                0.99744,                  0.995,                0.86976,                 0.6757,                0.27052,                0.83396,             0.00015558,             0.00015558,             0.00015558
                    160,                0.62798,                0.29732,                0.85555,                0.99883,                0.99744,                  0.995,                0.86913,                0.67933,                0.27339,                0.83477,             0.00015205,             0.00015205,             0.00015205
                    161,                0.62176,                0.29814,                0.85771,                 0.9977,                0.99658,                0.99485,                0.86952,                0.67934,                0.27763,                0.83614,             0.00014851,             0.00014851,             0.00014851
                    162,                0.61635,                0.29271,                0.85387,                0.99813,                0.99744,                0.99498,                0.86675,                0.68224,                0.27673,                0.83598,             0.00014498,             0.00014498,             0.00014498
                    163,                0.61089,                0.29049,                0.85443,                0.99987,                0.99744,                  0.995,                0.86816,                0.68178,                0.27262,                0.83629,             0.00014144,             0.00014144,             0.00014144
                    164,                0.59662,                0.28673,                0.84624,                0.99992,                0.99744,                  0.995,                 0.8656,                0.68232,                0.26963,                0.83751,             0.00013791,             0.00013791,             0.00013791
                    165,                0.60853,                0.29006,                0.84898,                  0.999,                0.99744,                  0.995,                0.86604,                0.68249,                0.27079,                0.83546,             0.00013437,             0.00013437,             0.00013437
                    166,                0.60759,                0.29129,                 0.8529,                0.99899,                0.99744,                  0.995,                0.86714,                0.68168,                0.27047,                0.83546,             0.00013084,             0.00013084,             0.00013084
                    167,                0.61429,                0.29305,                0.85423,                0.99904,                0.99658,                  0.995,                0.86665,                0.68119,                0.27188,                0.83478,             0.00012731,             0.00012731,             0.00012731
                    168,                0.60495,                0.28865,                0.84969,                0.99914,                0.99707,                  0.995,                 0.8669,                0.68002,                0.27216,                0.83568,             0.00012377,             0.00012377,             0.00012377
                    169,                0.61107,                0.29127,                0.85038,                0.99914,                0.99726,                  0.995,                 0.8671,                0.68375,                0.27555,                0.83447,             0.00012024,             0.00012024,             0.00012024
                    170,                0.60359,                0.28806,                0.85271,                0.99914,                0.99714,                  0.995,                  0.869,                0.68039,                0.27288,                0.83394,              0.0001167,              0.0001167,              0.0001167
                    171,                0.60617,                0.28873,                 0.8529,                0.99914,                0.99735,                  0.995,                0.86848,                0.68396,                0.27276,                 0.8352,             0.00011317,             0.00011317,             0.00011317
                    172,                0.59453,                0.28669,                0.84621,                0.99914,                0.99692,                  0.995,                0.87045,                0.68344,                 0.2736,                0.83657,             0.00010963,             0.00010963,             0.00010963
                    173,                0.61023,                0.28876,                0.85255,                0.99914,                0.99741,                  0.995,                0.87115,                 0.6816,                0.27155,                0.83562,              0.0001061,              0.0001061,              0.0001061
                    174,                0.60481,                0.28836,                0.84998,                0.99878,                0.99744,                  0.995,                0.86897,                0.68041,                0.27085,                0.83494,             0.00010257,             0.00010257,             0.00010257
                    175,                0.59823,                0.28518,                0.85251,                0.99818,                0.99744,                  0.995,                0.86788,                0.68294,                0.27315,                0.83456,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    176,                0.59829,                0.28797,                0.84911,                0.99835,                0.99744,                  0.995,                0.86809,                0.68195,                 0.2721,                0.83415,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    177,                0.59643,                0.28711,                0.84869,                0.99862,                0.99744,                  0.995,                0.86803,                0.67933,                0.27098,                0.83457,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    178,                0.59524,                 0.2855,                 0.8501,                0.99878,                0.99744,                  0.995,                0.86728,                0.68002,                0.27241,                0.83417,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    179,                 0.6031,                0.28816,                0.85205,                 0.9991,                0.99744,                  0.995,                0.86792,                0.67815,                0.27191,                0.83329,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    180,                0.59556,                0.28073,                0.85083,                0.99914,                0.99743,                  0.995,                0.86933,                0.67903,                0.27067,                0.83388,              8.136e-05,              8.136e-05,              8.136e-05
                    181,                0.60903,                0.28252,                0.85379,                0.99885,                0.99744,                  0.995,                0.86677,                0.67922,                0.26718,                0.83347,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    182,                 0.6015,                0.28298,                0.85118,                0.99895,                0.99744,                  0.995,                 0.8687,                0.67967,                0.26856,                0.83326,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    183,                 0.5942,                0.28095,                0.84526,                0.99887,                0.99744,                  0.995,                0.86797,                0.68011,                0.26856,                0.83426,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    184,                0.59673,                0.28314,                0.84904,                0.99895,                0.99744,                  0.995,                0.86811,                0.68034,                0.26916,                0.83457,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    185,                0.58845,                0.27821,                0.84787,                0.99914,                0.99714,                  0.995,                0.86877,                0.68311,                0.26941,                0.83477,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    186,                0.58505,                 0.2795,                0.84695,                0.99914,                0.99727,                  0.995,                0.86937,                0.68077,                0.26845,                0.83382,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    187,                0.59091,                0.28085,                0.84816,                0.99904,                0.99744,                  0.995,                0.86774,                0.68037,                0.26865,                0.83358,              5.662e-05,              5.662e-05,              5.662e-05
                    188,                0.59195,                0.27748,                0.84861,                 0.9989,                0.99744,                  0.995,                0.86865,                0.68178,                0.26907,                0.83372,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    189,                0.57219,                0.27326,                0.84763,                0.99896,                0.99744,                  0.995,                 0.8691,                0.68082,                0.26859,                  0.833,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    190,                0.59731,                0.28062,                0.85271,                0.99892,                0.99744,                  0.995,                0.86641,                 0.6821,                0.26826,                 0.8333,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    191,                0.58893,                  0.264,                0.83434,                0.99914,                0.99736,                0.99499,                0.86479,                0.68981,                0.27029,                0.83555,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    192,                 0.5764,                0.25587,                0.82957,                0.99796,                0.99744,                0.99499,                0.86374,                0.69058,                0.27226,                0.83595,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    193,                0.56683,                0.25281,                0.83136,                0.99829,                0.99738,                0.99498,                0.86457,                0.68997,                 0.2741,                0.83566,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    194,                0.55936,                0.25123,                0.82919,                 0.9982,                0.99744,                0.99498,                0.86428,                0.68857,                0.27418,                 0.8358,              3.188e-05,              3.188e-05,              3.188e-05
                    195,                0.56168,                0.25141,                0.82703,                0.99827,                0.99744,                0.99498,                0.86419,                0.68721,                0.27302,                0.83566,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    196,                0.56856,                0.24852,                0.83026,                0.99829,                0.99732,                0.99497,                0.86583,                0.68693,                0.27382,                0.83536,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    197,                0.56175,                0.24653,                0.82687,                0.99829,                 0.9973,                0.99497,                0.86445,                0.68577,                0.27408,                0.83517,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    198,                0.56205,                0.24909,                0.82332,                0.99816,                0.99744,                0.99496,                0.86497,                 0.6845,                0.27325,                0.83478,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    199,                0.55122,                0.24597,                0.83131,                0.99805,                0.99744,                0.99496,                0.86659,                0.68445,                0.27328,                0.83501,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    200,                0.56499,                0.24992,                0.82309,                  0.998,                0.99744,                0.99496,                 0.8666,                0.68369,                0.27199,                0.83473,             1.0674e-05,             1.0674e-05,             1.0674e-05
